,PROCESSO,ROTULO_MANUAL,LEI
689,00054024620088240064,SFH,artigo 1021
690,00054024620088240064,SFH,artigo 535
691,00054024620088240064,SFH,artigo 1026
692,00054024620088240064,SFH,artigo 1022
693,00054024620088240064,SFH,artigo 557
694,00054024620088240064,SFH,artigo 1021
695,00054024620088240064,SFH,artigo 535
696,00054024620088240064,SFH,artigo 1026
697,00054024620088240064,SFH,artigo 1022
698,03004636020158240045,BUS,artigo 535
699,03004636020158240045,BUS,artigo 535
700,03004636020158240045,BUS,artigo 535
701,03004636020158240045,BUS,artigo 535
702,03004636020158240045,BUS,artigo 535
703,03004636020158240045,BUS,artigo 535
704,03004636020158240045,BUS,artigo 535
705,03004636020158240045,BUS,artigo 535
706,03004636020158240045,BUS,artigo 535
707,03004636020158240045,BUS,artigo 535
708,00029365120078240020,DAN,artigo 85
709,00029365120078240020,DAN,artigo 85
710,00029365120078240020,DAN,artigo 85
711,05000352420108240028,DAN,artigo 1022
712,05000352420108240028,DAN,artigo 1026
713,05000352420108240028,DAN,artigo 1022
714,05000352420108240028,DAN,artigo 1026
715,00047456420058240079,SFH,13000/2014
716,00047456420058240079,SFH,513/2010
717,00047456420058240079,SFH,633/2013
718,00047456420058240079,SFH,artigo 543
719,00047456420058240079,SFH,artigo 489
720,00047456420058240079,SFH,13000/2014
721,00047456420058240079,SFH,513/2010
722,00047456420058240079,SFH,633/2013
723,00047456420058240079,SFH,artigo 543
724,00047456420058240079,SFH,artigo 489
725,01380807620158240000,EXP,artigo 475
726,01380807620158240000,EXP,artigo 475
727,01380807620158240000,EXP,artigo 475
728,01380807620158240000,EXP,artigo 21
729,01380807620158240000,EXP,artigo 536
730,01380807620158240000,EXP,artigo 535
731,01380807620158240000,EXP,artigo 475
732,01380807620158240000,EXP,artigo 475
733,01380807620158240000,EXP,artigo 475
734,01380807620158240000,EXP,artigo 21
735,01380807620158240000,EXP,artigo 536
736,01380807620158240000,EXP,artigo 535
737,01380807620158240000,EXP,artigo 475
738,01380807620158240000,EXP,artigo 475
739,01380807620158240000,EXP,artigo 475
740,01380807620158240000,EXP,artigo 21
741,01380807620158240000,EXP,artigo 536
742,01380807620158240000,EXP,artigo 535
743,00003343320078240038,SEG,artigo 538
744,00003343320078240038,SEG,artigo 535
745,00003343320078240038,SEG,artigo 538
746,00003343320078240038,SEG,artigo 535
747,01492426820158240000,RAI,57/2002
748,01492426820158240000,RAI,artigo 3
749,01492426820158240000,RAI,artigo 3
750,01492426820158240000,RAI,artigo 475
751,01492426820158240000,RAI,artigo 1026
752,01492426820158240000,RAI,artigo 1022
753,01492426820158240000,RAI,57/2002
754,01492426820158240000,RAI,artigo 3
755,01492426820158240000,RAI,artigo 3
756,01492426820158240000,RAI,artigo 475
757,01492426820158240000,RAI,artigo 1026
758,01492426820158240000,RAI,artigo 1022
759,01492426820158240000,RAI,57/2002
760,01492426820158240000,RAI,artigo 3
761,01492426820158240000,RAI,artigo 3
762,01492426820158240000,RAI,artigo 475
763,01492426820158240000,RAI,artigo 1026
764,01492426820158240000,RAI,artigo 1022
765,00177623020168240000,BAN,57/2002
766,00177623020168240000,BAN,artigo 3
767,00177623020168240000,BAN,artigo 21
768,00177623020168240000,BAN,57/2002
769,00177623020168240000,BAN,artigo 3
770,00177623020168240000,BAN,artigo 21
771,40161660620178240000,OIE,artigo 1022
772,40161660620178240000,OIE,artigo 1022
773,40161660620178240000,OIE,artigo 1022
774,40161660620178240000,OIE,artigo 1022
775,08004432020128240141,OIG,6404/1976
776,08004432020128240141,OIG,artigo 6
777,08004432020128240141,OIG,artigo 85
778,08004432020128240141,OIG,artigo 98
779,08004432020128240141,OIG,artigo 206
780,08004432020128240141,OIG,artigo 177
781,08004432020128240141,OIG,artigo 205
782,08004432020128240141,OIG,artigo 2028
783,08004432020128240141,OIG,artigo 20
784,08004432020128240141,OIG,6404/1976
785,08004432020128240141,OIG,artigo 6
786,08004432020128240141,OIG,artigo 85
787,08004432020128240141,OIG,artigo 98
788,08004432020128240141,OIG,artigo 206
789,08004432020128240141,OIG,artigo 177
790,08004432020128240141,OIG,artigo 205
791,08004432020128240141,OIG,artigo 2028
792,08004432020128240141,OIG,artigo 20
793,08004432020128240141,OIG,6404/1976
794,08004432020128240141,OIG,artigo 6
795,08004432020128240141,OIG,artigo 85
796,08004432020128240141,OIG,artigo 98
797,08004432020128240141,OIG,artigo 206
798,08004432020128240141,OIG,artigo 177
799,08004432020128240141,OIG,artigo 205
800,08004432020128240141,OIG,artigo 2028
801,08004432020128240141,OIG,artigo 20
802,08004432020128240141,OIG,6404/1976
803,08004432020128240141,OIG,artigo 6
804,08004432020128240141,OIG,artigo 85
805,08004432020128240141,OIG,artigo 98
806,08004432020128240141,OIG,artigo 206
807,08004432020128240141,OIG,artigo 177
808,08004432020128240141,OIG,artigo 205
809,08004432020128240141,OIG,artigo 2028
810,08004432020128240141,OIG,artigo 20
811,08004432020128240141,OIG,6404/1976
812,08004432020128240141,OIG,artigo 6
813,08004432020128240141,OIG,artigo 85
814,08004432020128240141,OIG,artigo 98
815,08004432020128240141,OIG,artigo 206
816,08004432020128240141,OIG,artigo 177
817,08004432020128240141,OIG,artigo 205
818,08004432020128240141,OIG,artigo 2028
819,08004432020128240141,OIG,artigo 20
820,08004432020128240141,OIG,6404/1976
821,08004432020128240141,OIG,artigo 6
822,08004432020128240141,OIG,artigo 85
823,08004432020128240141,OIG,artigo 98
824,08004432020128240141,OIG,artigo 206
825,08004432020128240141,OIG,artigo 177
826,08004432020128240141,OIG,artigo 205
827,08004432020128240141,OIG,artigo 2028
828,08004432020128240141,OIG,artigo 20
829,08004432020128240141,OIG,6404/1976
830,08004432020128240141,OIG,artigo 6
831,08004432020128240141,OIG,artigo 85
832,08004432020128240141,OIG,artigo 98
833,08004432020128240141,OIG,artigo 206
834,08004432020128240141,OIG,artigo 177
835,08004432020128240141,OIG,artigo 205
836,08004432020128240141,OIG,artigo 2028
837,08004432020128240141,OIG,artigo 20
838,08004432020128240141,OIG,6404/1976
839,08004432020128240141,OIG,artigo 6
840,08004432020128240141,OIG,artigo 85
841,08004432020128240141,OIG,artigo 98
842,08004432020128240141,OIG,artigo 206
843,08004432020128240141,OIG,artigo 177
844,08004432020128240141,OIG,artigo 205
845,08004432020128240141,OIG,artigo 2028
846,08004432020128240141,OIG,artigo 20
847,00049080220078240038,DPV,29/1991
848,00049080220078240038,DPV,6194/1974
849,00049080220078240038,DPV,1/1975
850,00049080220078240038,DPV,artigo 543
851,00049080220078240038,DPV,artigo 3
852,00049080220078240038,DPV,artigo 515
853,00049080220078240038,DPV,artigo 1022
854,00049080220078240038,DPV,artigo 1022
855,00049080220078240038,DPV,artigo 1022
856,00049080220078240038,DPV,artigo 1022
857,00049080220078240038,DPV,29/1991
858,00049080220078240038,DPV,6194/1974
859,00049080220078240038,DPV,1/1975
860,00049080220078240038,DPV,artigo 543
861,00049080220078240038,DPV,artigo 3
862,00049080220078240038,DPV,artigo 515
863,00049080220078240038,DPV,artigo 1022
864,00049080220078240038,DPV,artigo 1022
865,00049080220078240038,DPV,artigo 1022
866,00049080220078240038,DPV,artigo 1022
867,00049080220078240038,DPV,29/1991
868,00049080220078240038,DPV,6194/1974
869,00049080220078240038,DPV,1/1975
870,00049080220078240038,DPV,artigo 543
871,00049080220078240038,DPV,artigo 3
872,00049080220078240038,DPV,artigo 515
873,00049080220078240038,DPV,artigo 1022
874,00049080220078240038,DPV,artigo 1022
875,00049080220078240038,DPV,artigo 1022
876,00049080220078240038,DPV,artigo 1022
877,01559310220138240000,OIE,artigo 473
878,01559310220138240000,OIE,artigo 524
879,01559310220138240000,OIE,artigo 473
880,01559310220138240000,OIE,artigo 524
881,01559310220138240000,OIE,artigo 473
882,01559310220138240000,OIE,artigo 524
883,00125475220128240020,TIT,artigo 2028
884,00125475220128240020,TIT,artigo 1022
885,00125475220128240020,TIT,artigo 2028
886,00125475220128240020,TIT,artigo 1022
887,00001971120148240166,COM,57/2002
888,00001971120148240166,COM,artigo 3
889,00001971120148240166,COM,12690/2012
890,00001971120148240166,COM,artigo 511
891,00001971120148240166,COM,artigo 333
892,00001971120148240166,COM,57/2002
893,00001971120148240166,COM,artigo 3
894,00001971120148240166,COM,12690/2012
895,00001971120148240166,COM,artigo 511
896,00001971120148240166,COM,artigo 333
897,00015347420048240040,POS,1060/1950
898,00015347420048240040,POS,artigo 1022
899,00015347420048240040,POS,artigo 1022
900,00015347420048240040,POS,artigo 12
901,00015347420048240040,POS,artigo 98
902,00015347420048240040,POS,artigo 12
903,00015347420048240040,POS,artigo 98
904,00014514720138240071,CDC,302/2005
905,00014514720138240071,CDC,artigo 17
906,00014514720138240071,CDC,302/2005
907,00014514720138240071,CDC,artigo 17
908,01521336220158240000,SFH,artigo 527
909,00509422720138240005,FAM,artigo 1022
910,00509422720138240005,FAM,artigo 535
911,00509422720138240005,FAM,artigo 1022
912,00509422720138240005,FAM,artigo 1022
913,00509422720138240005,FAM,artigo 535
914,00509422720138240005,FAM,artigo 1022
915,00071845620008240036,SFH,artigo 206
916,00071845620008240036,SFH,artigo 206
917,00071845620008240036,SFH,artigo 206
918,00225853820078240008,OIE,artigo 1022
919,00225853820078240008,OIE,artigo 1022
920,00037985220138240039,SFH,13000/2014
921,00037985220138240039,SFH,artigo 543
922,00037985220138240039,SFH,artigo 282
923,00037985220138240039,SFH,artigo 206
924,00037985220138240039,SFH,artigo 489
925,00037985220138240039,SFH,artigo 489
926,00037985220138240039,SFH,artigo 1026
927,00037985220138240039,SFH,artigo 1026
928,00037985220138240039,SFH,13000/2014
929,00037985220138240039,SFH,artigo 543
930,00037985220138240039,SFH,artigo 282
931,00037985220138240039,SFH,artigo 206
932,00037985220138240039,SFH,artigo 489
933,00037985220138240039,SFH,artigo 489
934,00037985220138240039,SFH,artigo 1026
935,00037985220138240039,SFH,artigo 1026
936,00037985220138240039,SFH,13000/2014
937,00037985220138240039,SFH,artigo 543
938,00037985220138240039,SFH,artigo 282
939,00037985220138240039,SFH,artigo 206
940,00037985220138240039,SFH,artigo 489
941,00037985220138240039,SFH,artigo 489
942,00037985220138240039,SFH,artigo 1026
943,00037985220138240039,SFH,artigo 1026
944,01522609720158240000,CON,12016/2009
945,01522609720158240000,CON,artigo 7
946,01522609720158240000,CON,12016/2009
947,01522609720158240000,CON,artigo 7
948,01522609720158240000,CON,9099/1995
949,01522609720158240000,CON,artigo 3
950,01522609720158240000,CON,artigo 275
951,01522609720158240000,CON,artigo 3
952,01522609720158240000,CON,artigo 275
953,01522609720158240000,CON,artigo 1063
954,01522609720158240000,CON,artigo 3
955,01522609720158240000,CON,artigo 3
956,01522609720158240000,CON,9099/1995
957,01522609720158240000,CON,artigo 3
958,01522609720158240000,CON,artigo 275
959,01522609720158240000,CON,artigo 3
960,01522609720158240000,CON,artigo 275
961,01522609720158240000,CON,artigo 1063
962,01522609720158240000,CON,artigo 3
963,01522609720158240000,CON,artigo 3
964,01522609720158240000,CON,artigo 1022
965,01522609720158240000,CON,artigo 1022
966,01522609720158240000,CON,12016/2009
967,01522609720158240000,CON,artigo 7
968,01522609720158240000,CON,12016/2009
969,01522609720158240000,CON,artigo 7
970,01522609720158240000,CON,9099/1995
971,01522609720158240000,CON,artigo 3
972,01522609720158240000,CON,artigo 275
973,01522609720158240000,CON,artigo 3
974,01522609720158240000,CON,artigo 275
975,01522609720158240000,CON,artigo 1063
976,01522609720158240000,CON,artigo 3
977,01522609720158240000,CON,artigo 3
978,01522609720158240000,CON,9099/1995
979,01522609720158240000,CON,artigo 3
980,01522609720158240000,CON,artigo 275
981,01522609720158240000,CON,artigo 3
982,01522609720158240000,CON,artigo 275
983,01522609720158240000,CON,artigo 1063
984,01522609720158240000,CON,artigo 3
985,01522609720158240000,CON,artigo 3
986,01522609720158240000,CON,artigo 1022
987,01522609720158240000,CON,artigo 1022
988,01522609720158240000,CON,12016/2009
989,01522609720158240000,CON,artigo 7
990,01522609720158240000,CON,12016/2009
991,01522609720158240000,CON,artigo 7
992,01522609720158240000,CON,9099/1995
993,01522609720158240000,CON,artigo 3
994,01522609720158240000,CON,artigo 275
995,01522609720158240000,CON,artigo 3
996,01522609720158240000,CON,artigo 275
997,01522609720158240000,CON,artigo 1063
998,01522609720158240000,CON,artigo 3
999,01522609720158240000,CON,artigo 3
1000,01522609720158240000,CON,9099/1995
1001,01522609720158240000,CON,artigo 3
1002,01522609720158240000,CON,artigo 275
1003,01522609720158240000,CON,artigo 3
1004,01522609720158240000,CON,artigo 275
1005,01522609720158240000,CON,artigo 1063
1006,01522609720158240000,CON,artigo 3
1007,01522609720158240000,CON,artigo 3
1008,01522609720158240000,CON,artigo 1022
1009,01522609720158240000,CON,artigo 1022
1010,01522609720158240000,CON,12016/2009
1011,01522609720158240000,CON,artigo 7
1012,01522609720158240000,CON,12016/2009
1013,01522609720158240000,CON,artigo 7
1014,01522609720158240000,CON,9099/1995
1015,01522609720158240000,CON,artigo 3
1016,01522609720158240000,CON,artigo 275
1017,01522609720158240000,CON,artigo 3
1018,01522609720158240000,CON,artigo 275
1019,01522609720158240000,CON,artigo 1063
1020,01522609720158240000,CON,artigo 3
1021,01522609720158240000,CON,artigo 3
1022,01522609720158240000,CON,9099/1995
1023,01522609720158240000,CON,artigo 3
1024,01522609720158240000,CON,artigo 275
1025,01522609720158240000,CON,artigo 3
1026,01522609720158240000,CON,artigo 275
1027,01522609720158240000,CON,artigo 1063
1028,01522609720158240000,CON,artigo 3
1029,01522609720158240000,CON,artigo 3
1030,01522609720158240000,CON,artigo 1022
1031,01522609720158240000,CON,artigo 1022
1032,01522609720158240000,CON,12016/2009
1033,01522609720158240000,CON,artigo 7
1034,01522609720158240000,CON,12016/2009
1035,01522609720158240000,CON,artigo 7
1036,01522609720158240000,CON,9099/1995
1037,01522609720158240000,CON,artigo 3
1038,01522609720158240000,CON,artigo 275
1039,01522609720158240000,CON,artigo 3
1040,01522609720158240000,CON,artigo 275
1041,01522609720158240000,CON,artigo 1063
1042,01522609720158240000,CON,artigo 3
1043,01522609720158240000,CON,artigo 3
1044,01522609720158240000,CON,9099/1995
1045,01522609720158240000,CON,artigo 3
1046,01522609720158240000,CON,artigo 275
1047,01522609720158240000,CON,artigo 3
1048,01522609720158240000,CON,artigo 275
1049,01522609720158240000,CON,artigo 1063
1050,01522609720158240000,CON,artigo 3
1051,01522609720158240000,CON,artigo 3
1052,01522609720158240000,CON,artigo 1022
1053,01522609720158240000,CON,artigo 1022
1054,01522609720158240000,CON,12016/2009
1055,01522609720158240000,CON,artigo 7
1056,01522609720158240000,CON,12016/2009
1057,01522609720158240000,CON,artigo 7
1058,01522609720158240000,CON,9099/1995
1059,01522609720158240000,CON,artigo 3
1060,01522609720158240000,CON,artigo 275
1061,01522609720158240000,CON,artigo 3
1062,01522609720158240000,CON,artigo 275
1063,01522609720158240000,CON,artigo 1063
1064,01522609720158240000,CON,artigo 3
1065,01522609720158240000,CON,artigo 3
1066,01522609720158240000,CON,9099/1995
1067,01522609720158240000,CON,artigo 3
1068,01522609720158240000,CON,artigo 275
1069,01522609720158240000,CON,artigo 3
1070,01522609720158240000,CON,artigo 275
1071,01522609720158240000,CON,artigo 1063
1072,01522609720158240000,CON,artigo 3
1073,01522609720158240000,CON,artigo 3
1074,01522609720158240000,CON,artigo 1022
1075,01522609720158240000,CON,artigo 1022
1076,01522609720158240000,CON,12016/2009
1077,01522609720158240000,CON,artigo 7
1078,01522609720158240000,CON,12016/2009
1079,01522609720158240000,CON,artigo 7
1080,01522609720158240000,CON,9099/1995
1081,01522609720158240000,CON,artigo 3
1082,01522609720158240000,CON,artigo 275
1083,01522609720158240000,CON,artigo 3
1084,01522609720158240000,CON,artigo 275
1085,01522609720158240000,CON,artigo 1063
1086,01522609720158240000,CON,artigo 3
1087,01522609720158240000,CON,artigo 3
1088,01522609720158240000,CON,9099/1995
1089,01522609720158240000,CON,artigo 3
1090,01522609720158240000,CON,artigo 275
1091,01522609720158240000,CON,artigo 3
1092,01522609720158240000,CON,artigo 275
1093,01522609720158240000,CON,artigo 1063
1094,01522609720158240000,CON,artigo 3
1095,01522609720158240000,CON,artigo 3
1096,01522609720158240000,CON,artigo 1022
1097,01522609720158240000,CON,artigo 1022
1098,01522609720158240000,CON,12016/2009
1099,01522609720158240000,CON,artigo 7
1100,01522609720158240000,CON,12016/2009
1101,01522609720158240000,CON,artigo 7
1102,01522609720158240000,CON,9099/1995
1103,01522609720158240000,CON,artigo 3
1104,01522609720158240000,CON,artigo 275
1105,01522609720158240000,CON,artigo 3
1106,01522609720158240000,CON,artigo 275
1107,01522609720158240000,CON,artigo 1063
1108,01522609720158240000,CON,artigo 3
1109,01522609720158240000,CON,artigo 3
1110,01522609720158240000,CON,9099/1995
1111,01522609720158240000,CON,artigo 3
1112,01522609720158240000,CON,artigo 275
1113,01522609720158240000,CON,artigo 3
1114,01522609720158240000,CON,artigo 275
1115,01522609720158240000,CON,artigo 1063
1116,01522609720158240000,CON,artigo 3
1117,01522609720158240000,CON,artigo 3
1118,01522609720158240000,CON,artigo 1022
1119,01522609720158240000,CON,artigo 1022
1120,01522609720158240000,CON,12016/2009
1121,01522609720158240000,CON,artigo 7
1122,01522609720158240000,CON,12016/2009
1123,01522609720158240000,CON,artigo 7
1124,01522609720158240000,CON,9099/1995
1125,01522609720158240000,CON,artigo 3
1126,01522609720158240000,CON,artigo 275
1127,01522609720158240000,CON,artigo 3
1128,01522609720158240000,CON,artigo 275
1129,01522609720158240000,CON,artigo 1063
1130,01522609720158240000,CON,artigo 3
1131,01522609720158240000,CON,artigo 3
1132,01522609720158240000,CON,9099/1995
1133,01522609720158240000,CON,artigo 3
1134,01522609720158240000,CON,artigo 275
1135,01522609720158240000,CON,artigo 3
1136,01522609720158240000,CON,artigo 275
1137,01522609720158240000,CON,artigo 1063
